/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:2978: UserWarning: torch.distributed._all_gather_base is a private function and will be deprecated. Please use torch.distributed.all_gather_into_tensor instead.
  warnings.warn(
(min, max) time across ranks (ms):
    model-and-optimizer-setup ......................: (2102.79, 6217.37)
    train/valid/test-data-iterators-setup ..........: (78921.49, 82822.24)
/data/xunjian_yin/miniconda3/envs/apex/lib/python3.8/site-packages/torch/distributed/distributed_c10d.py:3387: UserWarning: torch.distributed._reduce_scatter_base is a private function and will be deprecated. Please use torch.distributed.reduce_scatter_tensor instead.
  warnings.warn(
/data/xunjian_yin/mycode/MAP-NEO/Megatron-LM-NEO/megatron/training.py:533: UserWarning: The torch.cuda.*DtypeTensor constructors are no longer recommended. It's best to use methods such as torch.tensor(data, dtype=*, device='cuda') to create tensors. (Triggered internally at /opt/conda/conda-bld/pytorch_1716905975447/work/torch/csrc/tensor/python_tensor.cpp:78.)
  key, torch.cuda.FloatTensor([0.0])) + loss_dict[key]
 iteration        1/   51900 | consumed samples:         1024 | elapsed time per iteration (ms): 52794.2 | learning rate: 1.000E-07 | global batch size:  1024 | lm loss: 1.172341E+01 | loss scale: 1.0 | grad norm: 39.729 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3885/   51900 | consumed samples:      3978240 | elapsed time per iteration (ms): 40408.4 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.206482E+00 | loss scale: 1.0 | grad norm: 0.104 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3886/   51900 | consumed samples:      3979264 | elapsed time per iteration (ms): 40414.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.184071E+00 | loss scale: 1.0 | grad norm: 0.102 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3887/   51900 | consumed samples:      3980288 | elapsed time per iteration (ms): 40430.6 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.192466E+00 | loss scale: 1.0 | grad norm: 0.106 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3888/   51900 | consumed samples:      3981312 | elapsed time per iteration (ms): 40389.7 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.171289E+00 | loss scale: 1.0 | grad norm: 0.106 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3889/   51900 | consumed samples:      3982336 | elapsed time per iteration (ms): 40429.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.189009E+00 | loss scale: 1.0 | grad norm: 0.165 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3890/   51900 | consumed samples:      3983360 | elapsed time per iteration (ms): 40417.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.203974E+00 | loss scale: 1.0 | grad norm: 0.129 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3891/   51900 | consumed samples:      3984384 | elapsed time per iteration (ms): 40421.6 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.174720E+00 | loss scale: 1.0 | grad norm: 0.166 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3892/   51900 | consumed samples:      3985408 | elapsed time per iteration (ms): 40431.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.187526E+00 | loss scale: 1.0 | grad norm: 0.175 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3893/   51900 | consumed samples:      3986432 | elapsed time per iteration (ms): 40428.3 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.181490E+00 | loss scale: 1.0 | grad norm: 0.198 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3894/   51900 | consumed samples:      3987456 | elapsed time per iteration (ms): 40430.3 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.196895E+00 | loss scale: 1.0 | grad norm: 0.117 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3895/   51900 | consumed samples:      3988480 | elapsed time per iteration (ms): 40446.3 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.183146E+00 | loss scale: 1.0 | grad norm: 0.112 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3896/   51900 | consumed samples:      3989504 | elapsed time per iteration (ms): 40427.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.187531E+00 | loss scale: 1.0 | grad norm: 0.102 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3897/   51900 | consumed samples:      3990528 | elapsed time per iteration (ms): 40417.1 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.220272E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3898/   51900 | consumed samples:      3991552 | elapsed time per iteration (ms): 40437.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.195408E+00 | loss scale: 1.0 | grad norm: 0.094 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3899/   51900 | consumed samples:      3992576 | elapsed time per iteration (ms): 40419.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.186020E+00 | loss scale: 1.0 | grad norm: 0.104 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3900/   51900 | consumed samples:      3993600 | elapsed time per iteration (ms): 40427.6 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.189152E+00 | loss scale: 1.0 | grad norm: 0.098 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3901/   51900 | consumed samples:      3994624 | elapsed time per iteration (ms): 40401.6 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.194982E+00 | loss scale: 1.0 | grad norm: 0.113 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3902/   51900 | consumed samples:      3995648 | elapsed time per iteration (ms): 40393.0 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.177919E+00 | loss scale: 1.0 | grad norm: 0.107 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3903/   51900 | consumed samples:      3996672 | elapsed time per iteration (ms): 40411.5 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.181568E+00 | loss scale: 1.0 | grad norm: 0.098 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3904/   51900 | consumed samples:      3997696 | elapsed time per iteration (ms): 40411.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.220233E+00 | loss scale: 1.0 | grad norm: 0.098 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3905/   51900 | consumed samples:      3998720 | elapsed time per iteration (ms): 40398.7 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.184134E+00 | loss scale: 1.0 | grad norm: 0.111 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3906/   51900 | consumed samples:      3999744 | elapsed time per iteration (ms): 40443.3 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.194410E+00 | loss scale: 1.0 | grad norm: 0.135 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3907/   51900 | consumed samples:      4000768 | elapsed time per iteration (ms): 40407.9 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.184988E+00 | loss scale: 1.0 | grad norm: 0.119 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3908/   51900 | consumed samples:      4001792 | elapsed time per iteration (ms): 40418.5 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.210853E+00 | loss scale: 1.0 | grad norm: 0.124 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3909/   51900 | consumed samples:      4002816 | elapsed time per iteration (ms): 40402.2 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.202419E+00 | loss scale: 1.0 | grad norm: 0.135 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3910/   51900 | consumed samples:      4003840 | elapsed time per iteration (ms): 40410.1 | learning rate: 1.994E-04 | global batch size:  1024 | lm loss: 2.198015E+00 | loss scale: 1.0 | grad norm: 0.126 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3911/   51900 | consumed samples:      4004864 | elapsed time per iteration (ms): 40410.5 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.194634E+00 | loss scale: 1.0 | grad norm: 0.113 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3912/   51900 | consumed samples:      4005888 | elapsed time per iteration (ms): 40403.9 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.209051E+00 | loss scale: 1.0 | grad norm: 0.151 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3913/   51900 | consumed samples:      4006912 | elapsed time per iteration (ms): 40453.1 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.183489E+00 | loss scale: 1.0 | grad norm: 0.148 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3914/   51900 | consumed samples:      4007936 | elapsed time per iteration (ms): 40434.4 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.184291E+00 | loss scale: 1.0 | grad norm: 0.120 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3915/   51900 | consumed samples:      4008960 | elapsed time per iteration (ms): 40438.9 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.209716E+00 | loss scale: 1.0 | grad norm: 0.125 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3916/   51900 | consumed samples:      4009984 | elapsed time per iteration (ms): 40420.9 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.194847E+00 | loss scale: 1.0 | grad norm: 0.137 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3917/   51900 | consumed samples:      4011008 | elapsed time per iteration (ms): 40392.7 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.208642E+00 | loss scale: 1.0 | grad norm: 0.134 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3918/   51900 | consumed samples:      4012032 | elapsed time per iteration (ms): 40434.8 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.214137E+00 | loss scale: 1.0 | grad norm: 0.150 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3919/   51900 | consumed samples:      4013056 | elapsed time per iteration (ms): 40410.1 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.182949E+00 | loss scale: 1.0 | grad norm: 0.138 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3920/   51900 | consumed samples:      4014080 | elapsed time per iteration (ms): 40446.1 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.190933E+00 | loss scale: 1.0 | grad norm: 0.108 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3921/   51900 | consumed samples:      4015104 | elapsed time per iteration (ms): 40426.1 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.184960E+00 | loss scale: 1.0 | grad norm: 0.112 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3922/   51900 | consumed samples:      4016128 | elapsed time per iteration (ms): 40397.1 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.199731E+00 | loss scale: 1.0 | grad norm: 0.106 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3923/   51900 | consumed samples:      4017152 | elapsed time per iteration (ms): 40428.8 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.186765E+00 | loss scale: 1.0 | grad norm: 0.103 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3924/   51900 | consumed samples:      4018176 | elapsed time per iteration (ms): 40398.5 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.208445E+00 | loss scale: 1.0 | grad norm: 0.095 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3925/   51900 | consumed samples:      4019200 | elapsed time per iteration (ms): 40418.5 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.198836E+00 | loss scale: 1.0 | grad norm: 0.107 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3926/   51900 | consumed samples:      4020224 | elapsed time per iteration (ms): 40400.8 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.190412E+00 | loss scale: 1.0 | grad norm: 0.107 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3927/   51900 | consumed samples:      4021248 | elapsed time per iteration (ms): 40393.7 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.187068E+00 | loss scale: 1.0 | grad norm: 0.104 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3928/   51900 | consumed samples:      4022272 | elapsed time per iteration (ms): 40415.9 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.192743E+00 | loss scale: 1.0 | grad norm: 0.097 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3929/   51900 | consumed samples:      4023296 | elapsed time per iteration (ms): 40385.9 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.191453E+00 | loss scale: 1.0 | grad norm: 0.086 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3930/   51900 | consumed samples:      4024320 | elapsed time per iteration (ms): 40428.3 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.196038E+00 | loss scale: 1.0 | grad norm: 0.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3931/   51900 | consumed samples:      4025344 | elapsed time per iteration (ms): 40408.9 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.192251E+00 | loss scale: 1.0 | grad norm: 0.096 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3932/   51900 | consumed samples:      4026368 | elapsed time per iteration (ms): 40420.9 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.195885E+00 | loss scale: 1.0 | grad norm: 0.089 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3933/   51900 | consumed samples:      4027392 | elapsed time per iteration (ms): 40448.0 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.199338E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3934/   51900 | consumed samples:      4028416 | elapsed time per iteration (ms): 40452.5 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.177857E+00 | loss scale: 1.0 | grad norm: 0.103 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3935/   51900 | consumed samples:      4029440 | elapsed time per iteration (ms): 40397.1 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.177721E+00 | loss scale: 1.0 | grad norm: 0.114 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3936/   51900 | consumed samples:      4030464 | elapsed time per iteration (ms): 40402.5 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.191047E+00 | loss scale: 1.0 | grad norm: 0.116 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3937/   51900 | consumed samples:      4031488 | elapsed time per iteration (ms): 40420.2 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.204812E+00 | loss scale: 1.0 | grad norm: 0.087 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3938/   51900 | consumed samples:      4032512 | elapsed time per iteration (ms): 40422.8 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.190843E+00 | loss scale: 1.0 | grad norm: 0.095 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration     3939/   51900 | consumed samples:      4033536 | elapsed time per iteration (ms): 40444.9 | learning rate: 1.993E-04 | global batch size:  1024 | lm loss: 2.180141E+00 | loss scale: 1.0 | grad norm: 0.091 | number of skipped iterations:   0 | number of nan iterations:   0 |
